locale,group,key,value,unicodeCodePoints,utf8Bytes,basis
"it-IT","names","Roundness","Rotondità","9","10","dictionary-candidate"
"it-IT","names","Dither","Dithering","9","9","review-required"
"it-IT","names","Blur","Sfocatura","9","9","adobe-exact"
"it-IT","names","Position","Posizione","9","9","dictionary-candidate"
"it-IT","names","Width","Larghezza","9","9","review-required"
"it-IT","names","Play","Riproduci","9","9","canon-adapted"
"it-IT","names","Favorites","Preferiti","9","9","review-required"
"it-IT","tonemapBlanks","1","Filmico 1","9","9","dictionary-candidate"
"it-IT","tonemapBlanks","2","Filmico 2","9","9","dictionary-candidate"
"nb-NO","names","Depth Cute","Myk dybde","9","9","review-required"
"nb-NO","names","Show/Hide","Vis/Skjul","9","9","review-required"
"nb-NO","names","Auto Focus","Autofokus","9","9","canon-adapted"
"nb-NO","names","Picture Style","Bildestil","9","9","review-required"
"nb-NO","names","Movie Mode","Filmmodus","9","9","review-required"
"nb-NO","names","Move HUD","Flytt HUD","9","9","dictionary-candidate"
"nb-NO","names","AF Area","AF-område","9","10","dictionary-candidate"
"nb-NO","names","AF Lock","Lås fokus","9","10","review-required"
"nb-NO","names","Brightness","Lysstyrke","9","9","adobe-exact"
"nb-NO","names","Depth Fog","Dybdetåke","9","10","review-required"
"nb-NO","names","Size","Størrelse","9","10","dictionary-candidate"
"nb-NO","names","Speed","Hastighet","9","9","dictionary-candidate"
"nb-NO","names","Dither","Utjevning","9","9","review-required"
"nb-NO","names","Blur","Uskarphet","9","9","adobe-exact"
"nb-NO","names","Focus Zone","Fokussone","9","9","review-required"
"nb-NO","names","Spread","Spredning","9","9","review-required"
"nb-NO","names","Show Numbers","Vis numre","9","9","review-required"
"nb-NO","tonemapBlanks","1","Filmisk 1","9","9","review-required"
"nb-NO","tonemapBlanks","2","Filmisk 2","9","9","review-required"
"nl-NL","names","Aperture","Diafragma","9","9","canon-adapted"
"nl-NL","names","Spotlight","Spotlicht","9","9","dictionary-candidate"
"nl-NL","names","Bokeh Shape","Bokehvorm","9","9","review-required"
"nl-NL","names","White Bal.","Witbalans","9","9","canon-exact"
"nl-NL","names","AF Area","AF-gebied","9","9","canon-exact"
"nl-NL","names","Standard","Standaard","9","9","canon-exact"
"nl-NL","names","Softness","Zachtheid","9","9","dictionary-candidate"
"nl-NL","names","Shadows","Schaduwen","9","9","adobe-exact"
"nl-NL","names","Density","Dichtheid","9","9","dictionary-candidate"
"nl-NL","names","Dither","Dithering","9","9","review-required"
"nl-NL","names","Blur","Vervaging","9","9","adobe-exact"
"nl-NL","names","Spread","Spreiding","9","9","review-required"
"nl-NL","names","Show Path","Pad tonen","9","9","dictionary-candidate"
"nl-NL","directions","BACK","Achteruit","9","9","review-required"
"nn-NO","names","Reset","Nullstill","9","9","review-required"
"nn-NO","names","Auto Focus","Autofokus","9","9","review-required"
"nn-NO","names","Picture Style","Biletstil","9","9","review-required"
"nn-NO","names","Movie Mode","Filmmodus","9","9","review-required"
"nn-NO","names","Mount Swap","Byt feste","9","9","review-required"
"nn-NO","names","Move HUD","Flytt HUD","9","9","review-required"
"nn-NO","names","Drone Speed","Dronefart","9","9","review-required"
"nn-NO","names","AF Area","AF-område","9","10","review-required"
"nn-NO","names","AF Lock","Lås fokus","9","10","review-required"
"nn-NO","names","Brightness","Lysstyrke","9","9","review-required"
"nn-NO","names","Edge Softness","Mjuk kant","9","9","dictionary-composition"
"nn-NO","names","Dither","Utjamning","9","9","review-required"
"nn-NO","names","Focus Zone","Fokussone","9","9","education-composition"
"nn-NO","names","Edge Feather","Mjuk kant","9","9","dictionary-composition"
"nn-NO","names","Duration","Tidslengd","9","9","review-required"
"nn-NO","dynamic","VignetteSoftness","Mjuk kant","9","9","dictionary-composition"
"nn-NO","tonemapBlanks","1","Filmisk 1","9","9","review-required"
"nn-NO","tonemapBlanks","2","Filmisk 2","9","9","review-required"
"pl-PL","names","Aperture","Przysłona","9","10","canon-adapted"
"pl-PL","names","Spotlight","Reflektor","9","9","review-required"
"pl-PL","names","Auto Focus","Autofokus","9","9","canon-adapted"
"pl-PL","names","Tracking","Śledzenie","9","10","canon-exact"
"pl-PL","names","AF Area","Obszar AF","9","9","canon-exact"
"pl-PL","names","Saturation","Nasycenie","9","9","canon-exact"
"pl-PL","names","Midtones","Półcienie","9","11","adobe-exact"
"pl-PL","names","Blue","Niebieski","9","9","canon-exact"
"pl-PL","names","Color B","Niebieski","9","9","canon-exact"
"pl-PL","names","Position","Położenie","9","11","review-required"
"pl-PL","names","Width","Szerokość","9","11","review-required"
"pl-PL","names","Stop","Zatrzymaj","9","9","canon-adapted"
"pl-PL","directions","FORWARD","Do przodu","9","9","review-required"
"pl-PL","tonemapBlanks","0","Wyłączone","9","11","review-required"
"pl-PL","tonemapBlanks","1","Filmowy 1","9","9","review-required"
"pl-PL","tonemapBlanks","2","Filmowy 2","9","9","review-required"
"pl-PL","tonemapBlanks","4","Neutralny","9","9","review-required"
"pt-PT","names","Exposure","Exposição","9","11","canon-exact"
"pt-PT","names","Extra...","Outros...","9","9","dictionary-candidate"
"pt-PT","names","Move HUD","Mover HUD","9","9","dictionary-candidate"
"pt-PT","names","Softness","Suavidade","9","9","dictionary-candidate"
"pt-PT","names","Saturation","Saturação","9","11","canon-exact"
"pt-PT","names","Contrast","Contraste","9","9","canon-exact"
"pt-PT","names","Density","Densidade","9","9","dictionary-candidate"
"pt-PT","names","Spread","Dispersão","9","10","review-required"
"pt-PT","names","Favorites","Favoritos","9","9","review-required"
"pt-PT","tonemapBlanks","1","Fílmico 1","9","10","review-required"
"pt-PT","tonemapBlanks","2","Fílmico 2","9","10","review-required"
"ro-RO","names","Aperture","Diafragmă","9","10","canon-adapted"
"ro-RO","names","Spotlight","Reflector","9","9","dictionary-candidate"
"ro-RO","names","Picture Style","Stil foto","9","9","canon-exact"
"ro-RO","names","Extra...","Altele...","9","9","review-required"
"ro-RO","names","Drive Speed","Viteză AF","9","10","canon-exact"
"ro-RO","names","Saturation","Saturație","9","10","canon-adapted"
"ro-RO","names","Density","Densitate","9","9","dictionary-candidate"
"ro-RO","names","Roundness","Rotunjime","9","9","dictionary-candidate"
"ro-RO","names","Dither","Dithering","9","9","review-required"
"ro-RO","names","Blur","Estompare","9","9","dictionary-candidate"
"ro-RO","names","Vignette","Vignetare","9","9","review-required"
"ro-RO","names","Load","Încărcare","9","11","canon-exact"
"ro-RO","dynamic","Next","Următorul","9","10","review-required"
"ru-RU","names","Settings","Настройки","9","18","canon-adapted"
"ru-RU","names","Aperture","Диафрагма","9","18","canon-adapted"
"ru-RU","names","Spotlight","Прожектор","9","18","dictionary-candidate"
"ru-RU","names","Blue Back","Синий фон","9","17","dictionary-candidate"
"ru-RU","names","Extra...","Прочее...","9","15","dictionary-candidate"
"ru-RU","names","Density","Плотность","9","18","dictionary-candidate"
"ru-RU","names","Position","Положение","9","18","dictionary-candidate"
"ru-RU","names","Save","Сохранить","9","18","canon-exact"
"ru-RU","names","Load","Загрузить","9","18","canon-exact"
"ru-RU","names","Favorites","Избранное","9","18","review-required"
"ru-RU","dynamic","CameraPin","Метка {0}","9","14","review-required"
"ru-RU","sensorBlanks","4","Микро 4/3","9","14","review-required"
"ru-RU","tonemapBlanks","0","Выключено","9","18","review-required"
"sv-SE","names","Advanced","Avancerat","9","9","dictionary-candidate"
"sv-SE","names","Reset","Återställ","9","11","canon-exact"
"sv-SE","names","Show/Hide","Visa/Dölj","9","10","dictionary-candidate"
"sv-SE","names","Auto Focus","Autofokus","9","9","canon-adapted"
"sv-SE","names","Extra...","Övrigt...","9","10","dictionary-candidate"
"sv-SE","names","Mount Swap","Byt fäste","9","10","dictionary-candidate"
"sv-SE","names","Bokeh Shape","Bokehform","9","9","review-required"
"sv-SE","names","Monitor","Bildskärm","9","10","canon-adapted"
"sv-SE","names","White Bal.","Vitbalans","9","9","canon-exact"
"sv-SE","names","AF Area","AF-område","9","10","canon-exact"
"sv-SE","names","AF Lock","Lås fokus","9","10","dictionary-candidate"
"sv-SE","names","Enabled","Aktiverad","9","9","canon-adapted"
"sv-SE","names","Highlights","Högdagrar","9","10","adobe-exact"
"sv-SE","names","Depth Fog","Djupdimma","9","9","review-required"
"sv-SE","names","Speed","Hastighet","9","9","dictionary-candidate"
"sv-SE","names","Center","Mittpunkt","9","9","dictionary-candidate"
"sv-SE","names","Spread","Spridning","9","9","review-required"
"sv-SE","names","Show Path","Visa bana","9","9","dictionary-candidate"
"sv-SE","names","Play","Spela upp","9","9","canon-exact"
"sv-SE","names","Favorites","Favoriter","9","9","review-required"
"sv-SE","tonemapBlanks","1","Filmisk 1","9","9","review-required"
"sv-SE","tonemapBlanks","2","Filmisk 2","9","9","review-required"
"th-TH","names","Display","การแสดงผล","9","27","canon-exact"
"th-TH","names","Show/Hide","แสดง/ซ่อน","9","25","dictionary-candidate"
"th-TH","names","Hexagon","หกเหลี่ยม","9","27","dictionary-candidate"
"th-TH","names","Picture Style","รูปแบบภาพ","9","27","canon-exact"
"th-TH","names","Quick Selfie","เซลฟีด่วน","9","27","review-required"
"th-TH","names","Hide Lens","ซ่อนเลนส์","9","27","review-required"
"th-TH","names","Move Camera","ย้ายกล้อง","9","27","review-required"
"th-TH","names","Move Focus","ย้ายโฟกัส","9","27","review-required"
"th-TH","names","AF Lock","ล็อกโฟกัส","9","27","review-required"
"th-TH","names","Highlights","ส่วนสว่าง","9","27","review-required"
"th-TH","names","Brightness","ความสว่าง","9","27","canon-exact"
"th-TH","names","Film Grain","เกรนฟิล์ม","9","27","review-required"
"th-TH","names","Lens Size","ขนาดเลนส์","9","27","review-required"
"th-TH","names","Block Size","ขนาดบล็อก","9","27","review-required"
"th-TH","names","Posterize","ลดระดับสี","9","27","review-required"
"th-TH","names","Width","ความกว้าง","9","27","dictionary-candidate"
"th-TH","names","Spread","การกระจาย","9","27","dictionary-candidate"
"th-TH","names","Focus Distance","ระยะโฟกัส","9","27","review-required"
"th-TH","names","Teleport","เทเลพอร์ต","9","27","review-required"
"th-TH","names","Delay","หน่วงเวลา","9","27","review-required"
"th-TH","names","Full","ทุกทิศทาง","9","27","review-required"
"th-TH","names","Reverse","ไปและกลับ","9","27","review-required"
"th-TH","dynamic","WorldDrop","ยึดกับโลก","9","27","review-required"
"th-TH","dynamic","CameraPinDrop","วางจุดปัก","9","27","review-required"
"th-TH","tonemapBlanks","0","ปิดใช้งาน","9","27","review-required"
"tr-TR","names","Filters","Filtreler","9","9","dictionary-candidate"
"tr-TR","names","Drone Speed","Dron hızı","9","11","dictionary-candidate"
"tr-TR","names","Operation","AF İşlemi","9","11","canon-exact"
"tr-TR","names","Saturation","Doygunluk","9","9","canon-exact"
"tr-TR","names","Brightness","Parlaklık","9","10","adobe-exact"
"tr-TR","names","Move","Elle taşı","9","11","dictionary-candidate"
"tr-TR","tonemapBlanks","1","Filmsel 1","9","9","review-required"
"tr-TR","tonemapBlanks","2","Filmsel 2","9","9","review-required"
"uk-UA","names","Enable","Увімкнути","9","18","canon-adapted"
"uk-UA","names","Advanced","Розширені","9","18","review-required"
"uk-UA","names","Aperture","Діафрагма","9","18","canon-adapted"
"uk-UA","names","Normal","Звичайний","9","18","dictionary-candidate"
"uk-UA","names","Spotlight","Прожектор","9","18","review-required"
"uk-UA","names","Enabled","Увімкнено","9","18","canon-adapted"
"uk-UA","names","Density","Щільність","9","18","review-required"
"uk-UA","names","Speed","Швидкість","9","18","review-required"
"uk-UA","names","Position","Положення","9","18","review-required"
"uk-UA","names","Spread","Поширення","9","18","adobe-exact"
"uk-UA","names","Hand Offset","Зсув руки","9","17","dictionary-candidate"
"uk-UA","dynamic","CameraPin","Мітка {0}","9","14","review-required"
"bg-BG","names","Reset","Нулиране","8","16","canon-adapted"
"bg-BG","names","Normal","Нормален","8","16","review-required"
"bg-BG","names","Extra...","Други...","8","13","review-required"
"bg-BG","names","3D Mode","3D режим","8","13","review-required"
"bg-BG","names","Enabled","Включено","8","16","canon-adapted"
"bg-BG","names","Contrast","Контраст","8","16","canon-exact"
"bg-BG","names","Density","Плътност","8","16","review-required"
"bg-BG","names","Dither","Дитеринг","8","16","review-required"
"bg-BG","names","Delay","Забавяне","8","16","dictionary-candidate"
"bg-BG","tonemapBlanks","1","Филмов 1","8","14","review-required"
"bg-BG","tonemapBlanks","2","Филмов 2","8","14","review-required"
"cs-CZ","names","Exposure","Expozice","8","8","canon-adapted"
"cs-CZ","names","Normal","Normální","8","10","dictionary-candidate"
"cs-CZ","names","Extra...","Další...","8","10","dictionary-candidate"
"cs-CZ","names","3D Mode","Režim 3D","8","9","dictionary-candidate"
"cs-CZ","names","Contrast","Kontrast","8","8","canon-exact"
"cs-CZ","names","Size","Velikost","8","8","adobe-exact"
"cs-CZ","names","Speed","Rychlost","8","8","dictionary-candidate"
"cs-CZ","names","Roundness","Zaoblení","8","9","adobe-exact"
"cs-CZ","names","Vignette","Vinětace","8","9","review-required"
"cs-CZ","names","Stop","Zastavit","8","8","canon-adapted"
"cs-CZ","names","Loop","Opakovat","8","8","review-required"
"cs-CZ","names","Delay","Zpoždění","8","11","review-required"
"cs-CZ","names","Linear","Lineární","8","10","review-required"
"cs-CZ","names","Favorites","Oblíbené","8","10","review-required"
"da-DK","names","Hexagon","Sekskant","8","8","review-required"
"da-DK","names","Octagon","Ottekant","8","8","review-required"
"da-DK","names","Look Up","Ret opad","8","8","review-required"
"da-DK","names","Infinity","Uendelig","8","8","canon-adapted"
"da-DK","names","Extra...","Andet...","8","8","dictionary-candidate"
"da-DK","names","Move HUD","Flyt HUD","8","8","review-required"
"da-DK","names","Servo AF","Servo AF","8","8","canon-exact"
"da-DK","names","Standard","Standard","8","8","canon-exact"
"da-DK","names","Contrast","Kontrast","8","8","canon-exact"
"da-DK","names","Position","Position","8","8","dictionary-candidate"
"da-DK","names","Show Path","Vis bane","8","8","dictionary-candidate"
"da-DK","names","Duration","Varighed","8","8","review-required"
"da-DK","sensorBlanks","5","Type 1,0","8","8","review-required"
"de-DE","names","Hexagon","Sechseck","8","8","dictionary-candidate"
"de-DE","names","Picture Style","Bildstil","8","8","canon-exact"
"de-DE","names","3D Mode","3D-Modus","8","8","dictionary-candidate"
"de-DE","names","Servo AF","Servo AF","8","8","canon-exact"
"de-DE","names","Standard","Standard","8","8","canon-exact"
"de-DE","names","Contrast","Kontrast","8","8","canon-exact"
"de-DE","names","Roundness","Rundheit","8","8","adobe-exact"
"de-DE","names","Position","Position","8","8","adobe-exact"
"de-DE","directions","FORWARD","Vorwärts","8","9","review-required"
"el-GR","names","Display","Εμφάνιση","8","16","canon-exact"
"el-GR","names","Normal","Κανονικό","8","16","review-required"
"el-GR","names","LEFT","Αριστερά","8","16","dictionary-candidate"
"el-GR","names","Octagon","Οκτάγωνο","8","16","review-required"
"el-GR","names","Servo AF","Servo AF","8","8","canon-exact"
"el-GR","names","Spot","Σημειακή","8","16","canon-adapted"
"el-GR","names","Saturation","Κορεσμός","8","16","canon-exact"
"el-GR","names","Vibrance","Ζωντάνια","8","16","dictionary-candidate"
"el-GR","names","Contrast","Αντίθεση","8","16","canon-exact"
"el-GR","names","Speed","Ταχύτητα","8","16","dictionary-candidate"
"el-GR","names","Spread","Διασπορά","8","16","review-required"
"el-GR","names","Duration","Διάρκεια","8","16","review-required"
"el-GR","names","Path","Διαδρομή","8","16","review-required"
"el-GR","names","Linear","Γραμμική","8","16","review-required"
"el-GR","directions","LEFT","Αριστερά","8","16","dictionary-candidate"
"el-GR","tonemapBlanks","0","Ανενεργό","8","16","review-required"
"el-GR","tonemapBlanks","4","Ουδέτερο","8","16","review-required"
"es-419","names","Advanced","Avanzado","8","8","review-required"
"es-419","names","Aperture","Abertura","8","8","canon-adapted"
"es-419","names","Hexagon","Hexágono","8","9","review-required"
"es-419","names","Octagon","Octágono","8","9","review-required"
"es-419","names","Square","Cuadrado","8","8","review-required"
"es-419","names","Infinity","Infinito","8","8","canon-adapted"
"es-419","names","Extra...","Otros...","8","8","review-required"
"es-419","names","Grid","Retícula","8","9","canon-exact"
"es-419","names","Servo AF","AF Servo","8","8","canon-exact"
"es-419","names","Standard","Estándar","8","9","canon-adapted"
"es-419","names","Softness","Suavidad","8","8","review-required"
"es-419","names","Enabled","Activado","8","8","canon-adapted"
"es-419","names","Density","Densidad","8","8","review-required"
"es-419","names","Roundness","Redondez","8","8","review-required"
"es-419","names","Pixelation","Pixelado","8","8","review-required"
"es-419","names","Position","Posición","8","9","adobe-exact"
"es-419","names","Duration","Duración","8","9","review-required"
"es-419","directions","FORWARD","Adelante","8","8","review-required"
"es-419","sensorBlanks","5","Tipo 1,0","8","8","review-required"
"es-ES","names","Advanced","Avanzado","8","8","review-required"
"es-ES","names","Aperture","Abertura","8","8","canon-adapted"
"es-ES","names","Hexagon","Hexágono","8","9","review-required"
"es-ES","names","Octagon","Octágono","8","9","review-required"
"es-ES","names","Square","Cuadrado","8","8","review-required"
"es-ES","names","Infinity","Infinito","8","8","canon-adapted"
"es-ES","names","Extra...","Otros...","8","8","review-required"
"es-ES","names","Grid","Retícula","8","9","canon-exact"
"es-ES","names","Servo AF","AF Servo","8","8","canon-exact"
"es-ES","names","Standard","Estándar","8","9","canon-adapted"
"es-ES","names","Softness","Suavidad","8","8","review-required"
"es-ES","names","Enabled","Activado","8","8","canon-adapted"
"es-ES","names","Density","Densidad","8","8","review-required"
"es-ES","names","Roundness","Redondez","8","8","review-required"
"es-ES","names","Pixelation","Pixelado","8","8","review-required"
"es-ES","names","Position","Posición","8","9","adobe-exact"
"es-ES","names","Duration","Duración","8","9","review-required"
"es-ES","directions","FORWARD","Adelante","8","8","review-required"
"es-ES","sensorBlanks","5","Tipo 1,0","8","8","review-required"
"fi-FI","names","Filters","Suotimet","8","8","review-required"
"fi-FI","names","Normal","Normaali","8","8","dictionary-candidate"
"fi-FI","names","Grid","Ristikko","8","8","canon-exact"
"fi-FI","names","Tracking","Seuranta","8","8","canon-exact"
"fi-FI","names","Standard","Normaali","8","8","canon-exact"
"fi-FI","names","Enabled","Käytössä","8","11","canon-adapted"
"fi-FI","names","Vibrance","Eloisuus","8","8","dictionary-candidate"
"fi-FI","names","Brightness","Kirkkaus","8","8","adobe-exact"
"fi-FI","names","Red","Punainen","8","8","canon-adapted"
"fi-FI","names","Color R","Punainen","8","8","canon-adapted"
"fi-FI","names","Dither","Sekoitus","8","8","adobe-exact"
"fi-FI","names","Posterize","Porrasta","8","8","adobe-exact"
"fi-FI","names","Blur","Sumennus","8","8","adobe-exact"
"fi-FI","names","Position","Sijainti","8","8","dictionary-candidate"
"fi-FI","names","Save","Tallenna","8","8","canon-exact"
"fi-FI","names","Favorites","Suosikit","8","8","review-required"
"fi-FI","dynamic","Next","Seuraava","8","8","dictionary-candidate"
"fr-FR","names","Settings","Réglages","8","9","canon-adapted"
"fr-FR","names","Hexagon","Hexagone","8","8","dictionary-candidate"
"fr-FR","names","Octagon","Octogone","8","8","dictionary-candidate"
"fr-FR","names","Monitor","Moniteur","8","8","canon-adapted"
"fr-FR","names","Servo AF","AF Servo","8","8","canon-exact"
"fr-FR","names","Standard","Standard","8","8","canon-exact"
"fr-FR","names","Vibrance","Vibrance","8","8","adobe-exact"
"fr-FR","names","Posterize","Isohélie","8","9","review-required"
"fr-FR","names","Position","Position","8","8","adobe-exact"
"fr-FR","names","Linear","Linéaire","8","9","review-required"
"fr-FR","sensorBlanks","5","Type 1.0","8","8","dictionary-candidate"
"hu-HU","names","Infinity","Végtelen","8","9","canon-adapted"
"hu-HU","names","Extra...","Egyéb...","8","9","review-required"
"hu-HU","names","Movie Mode","Videómód","8","10","review-required"
"hu-HU","names","Servo AF","Servo AF","8","8","canon-exact"
"hu-HU","names","Vibrance","Élénkség","8","11","adobe-exact"
"hu-HU","names","Shadows","Árnyékok","8","10","dictionary-candidate"
"hu-HU","names","Speed","Sebesség","8","9","dictionary-candidate"
"hu-HU","names","Roundness","Kerekség","8","9","review-required"
"hu-HU","names","4:5 Portrait","4:5 Álló","8","10","review-required"
"hu-HU","names","Aspect Ratio","Képarány","8","10","canon-adapted"
"hu-HU","names","Spread","Szóródás","8","11","review-required"
"hu-HU","names","Dolly","Kocsizás","8","9","review-required"
"hu-HU","names","Loop","Ismétlés","8","10","review-required"
"hu-HU","names","Linear","Lineáris","8","9","review-required"
"hu-HU","names","Load","Betöltés","8","10","canon-exact"
"hu-HU","dynamic","Minutes","{0} perc","8","8","review-required"
"hu-HU","tonemapBlanks","4","Semleges","8","8","review-required"
"it-IT","names","Advanced","Avanzate","8","8","dictionary-candidate"
"it-IT","names","Aperture","Apertura","8","8","canon-adapted"
"it-IT","names","LEFT","Sinistra","8","8","dictionary-candidate"
"it-IT","names","Octagon","Ottagono","8","8","dictionary-candidate"
"it-IT","names","Square","Quadrato","8","8","dictionary-candidate"
"it-IT","names","Infinity","Infinito","8","8","canon-adapted"
"it-IT","names","Extra...","Altro...","8","8","dictionary-candidate"
"it-IT","names","Servo AF","AF Servo","8","8","canon-exact"
"it-IT","names","Standard","Standard","8","8","canon-exact"
"it-IT","names","Responsive","Reattivo","8","8","canon-adapted"
"it-IT","names","Enabled","Attivato","8","8","canon-adapted"
"it-IT","names","Speed","Velocità","8","9","dictionary-candidate"
"it-IT","names","Path","Percorso","8","8","dictionary-candidate"
"it-IT","directions","LEFT","Sinistra","8","8","dictionary-candidate"
"it-IT","directions","BACK","Indietro","8","8","review-required"
"it-IT","sensorBlanks","5","Tipo 1,0","8","8","review-required"
"nb-NO","names","Advanced","Avansert","8","8","dictionary-candidate"
"nb-NO","names","Hexagon","Sekskant","8","8","review-required"
"nb-NO","names","Octagon","Åttekant","8","9","review-required"
"nb-NO","names","Infinity","Uendelig","8","8","dictionary-candidate"
"nb-NO","names","Extra...","Annet...","8","8","dictionary-candidate"
"nb-NO","names","3D Mode","3D-modus","8","8","review-required"
"nb-NO","names","Grid","Rutenett","8","8","dictionary-composition"
"nb-NO","names","Servo AF","Servo AF","8","8","review-required"
"nb-NO","names","Standard","Standard","8","8","review-required"
"nb-NO","names","Enabled","Aktivert","8","8","dictionary-candidate"
"nb-NO","names","Contrast","Kontrast","8","8","adobe-exact"
"nb-NO","names","Film Grain","Filmkorn","8","8","adobe-exact"
"nb-NO","names","Edge Softness","Myk kant","8","8","dictionary-candidate"
"nb-NO","names","Position","Posisjon","8","8","review-required"
"nb-NO","names","Edge Feather","Myk kant","8","8","dictionary-candidate"
"nb-NO","names","Show Path","Vis bane","8","8","dictionary-candidate"
"nb-NO","names","Play","Spill av","8","8","dictionary-candidate"
"nb-NO","names","Duration","Varighet","8","8","review-required"
"nb-NO","names","Load","Last inn","8","8","dictionary-candidate"
"nb-NO","directions","FORWARD","Fremover","8","8","review-required"
"nb-NO","dynamic","VignetteSoftness","Myk kant","8","8","dictionary-candidate"
"nb-NO","sensorBlanks","5","Type 1,0","8","8","review-required"
"nl-NL","names","Reset","Resetten","8","8","canon-exact"
"nl-NL","names","Display","Weergave","8","8","canon-exact"
"nl-NL","names","Octagon","Achthoek","8","8","dictionary-candidate"
"nl-NL","names","Square","Vierkant","8","8","dictionary-candidate"
"nl-NL","names","Infinity","Oneindig","8","8","canon-adapted"
"nl-NL","names","3D Mode","3D-modus","8","8","dictionary-candidate"
"nl-NL","names","Servo AF","Servo AF","8","8","canon-exact"
"nl-NL","names","Contrast","Contrast","8","8","canon-exact"
"nl-NL","names","Speed","Snelheid","8","8","dictionary-candidate"
"nl-NL","names","Play","Afspelen","8","8","canon-exact"
"nl-NL","names","Loop","Herhalen","8","8","review-required"
"nl-NL","dynamic","Next","Volgende","8","8","review-required"
"nl-NL","sensorBlanks","5","Type 1,0","8","8","review-required"
"nl-NL","tonemapBlanks","4","Neutraal","8","8","review-required"
"nn-NO","names","Advanced","Avansert","8","8","review-required"
"nn-NO","names","Show/Hide","Vis/Gøym","8","9","dictionary-composition"
"nn-NO","names","Hexagon","Sekskant","8","8","review-required"
"nn-NO","names","Octagon","Åttekant","8","9","review-required"
"nn-NO","names","Infinity","Uendeleg","8","8","review-required"
"nn-NO","names","3D Mode","3D-modus","8","8","review-required"
"nn-NO","names","Grid","Rutenett","8","8","dictionary-composition"
"nn-NO","names","Standard","Standard","8","8","review-required"
"nn-NO","names","Softness","Mjukleik","8","8","dictionary-composition"
"nn-NO","names","Enabled","Aktivert","8","8","review-required"
"nn-NO","names","Contrast","Kontrast","8","8","review-required"
"nn-NO","names","Density","Tettleik","8","8","review-required"
"nn-NO","names","Film Grain","Filmkorn","8","8","review-required"
"nn-NO","names","Size","Storleik","8","8","dictionary-candidate"
"nn-NO","names","Roundness","Rundskap","8","8","review-required"
"nn-NO","names","Position","Posisjon","8","8","review-required"
"nn-NO","names","Spread","Spreiing","8","8","review-required"
"nn-NO","names","Show Path","Vis bane","8","8","review-required"
"nn-NO","names","Load","Last inn","8","8","review-required"
"nn-NO","directions","FORWARD","Framover","8","8","review-required"
"nn-NO","sensorBlanks","5","Type 1,0","8","8","review-required"
"pl-PL","names","Normal","Normalny","8","8","review-required"
"pl-PL","names","Octagon","Ośmiokąt","8","10","review-required"
"pl-PL","names","Servo AF","Servo AF","8","8","canon-exact"
"pl-PL","names","Spot","Punktowy","8","8","canon-adapted"
"pl-PL","names","Softness","Miękkość","8","11","review-required"
"pl-PL","names","Enabled","Włączone","8","10","canon-adapted"
"pl-PL","names","Contrast","Kontrast","8","8","canon-exact"
"pl-PL","names","Red","Czerwony","8","8","canon-adapted"
"pl-PL","names","Color R","Czerwony","8","8","canon-adapted"
"pl-PL","names","Speed","Prędkość","8","11","review-required"
"pl-PL","names","Roundness","Krągłość","8","12","review-required"
"pl-PL","names","Blur","Rozmycie","8","8","adobe-exact"
"pl-PL","names","Favorites","Ulubione","8","8","review-required"
"pt-PT","names","Advanced","Avançado","8","9","dictionary-candidate"
"pt-PT","names","Aperture","Abertura","8","8","canon-exact"
"pt-PT","names","Spotlight","Projetor","8","8","dictionary-candidate"
"pt-PT","names","LEFT","Esquerda","8","8","dictionary-candidate"
"pt-PT","names","Hexagon","Hexágono","8","9","dictionary-candidate"
"pt-PT","names","Octagon","Octógono","8","9","dictionary-candidate"
"pt-PT","names","Square","Quadrado","8","8","dictionary-candidate"
"pt-PT","names","Infinity","Infinito","8","8","canon-adapted"
"pt-PT","names","Servo AF","Servo AF","8","8","canon-exact"
"pt-PT","names","Standard","Standard","8","8","canon-adapted"
"pt-PT","names","Vibrance","Vibração","8","10","dictionary-candidate"
"pt-PT","names","Red","Vermelho","8","8","adobe-region-review"
"pt-PT","names","Color R","Vermelho","8","8","adobe-region-review"
"pt-PT","names","Blur","Desfoque","8","8","adobe-region-review"
"pt-PT","names","Path","Percurso","8","8","dictionary-candidate"
"pt-PT","names","Load","Carregar","8","8","canon-exact"
"pt-PT","directions","LEFT","Esquerda","8","8","dictionary-candidate"
"pt-PT","dynamic","Next","Seguinte","8","8","dictionary-candidate"
"pt-PT","sensorBlanks","5","Tipo 1,0","8","8","review-required"
"ro-RO","names","Enable","Activare","8","8","canon-exact"
"ro-RO","names","Reset","Resetare","8","8","canon-exact"
"ro-RO","names","Exposure","Expunere","8","8","canon-exact"
"ro-RO","names","Tracking","Urmărire","8","9","canon-exact"
"ro-RO","names","Servo AF","AF Servo","8","8","canon-exact"
"ro-RO","names","Spot","Punctual","8","8","canon-adapted"
"ro-RO","names","Standard","Standard","8","8","canon-exact"
"ro-RO","names","Vibrance","Vibranță","8","10","review-required"
"ro-RO","names","Contrast","Contrast","8","8","canon-exact"
"ro-RO","names","Blue","Albastru","8","8","canon-adapted"
"ro-RO","names","Color B","Albastru","8","8","canon-adapted"
"ro-RO","names","Loop","Repetare","8","8","review-required"
"ro-RO","names","Favorites","Favorite","8","8","review-required"
